Site,Day,Date,StartTime,EndTime,Amount
57.143297,-2.102138,01/01/2019,16:15,16:30,12
57.143297,-2.102138,01/01/2019,16:30,16:45,40
57.143297,-2.102138,01/01/2019,16:45,17:00,36
57.143297,-2.102138,01/01/2019,17:00,17:15,32
57.143297,-2.102138,01/01/2019,17:15,17:30,28
57.143297,-2.102138,01/01/2019,17:30,17:45,12
57.143297,-2.102138,01/01/2019,17:45,18:00,32
57.143297,-2.102138,01/01/2019,18:00,18:15,28
57.143297,-2.102138,01/01/2019,18:15,18:30,20
57.143297,-2.102138,01/01/2019,18:30,18:45,20
57.143297,-2.102138,01/01/2019,18:45,19:00,60
57.143297,-2.102138,01/01/2019,19:00,19:15,20
57.143297,-2.102138,01/01/2019,19:15,19:30,64
57.143297,-2.102138,01/01/2019,19:30,19:45,32
57.143297,-2.102138,01/01/2019,19:45,20:00,40
57.143297,-2.102138,01/01/2019,20:00,20:15,32
57.143297,-2.102138,01/01/2019,20:15,20:30,20
57.143297,-2.102138,01/01/2019,20:30,20:45,16
57.143297,-2.102138,01/01/2019,20:45,21:00,44
57.143297,-2.102138,01/01/2019,21:00,21:15,20
57.143297,-2.102138,01/01/2019,21:15,21:30,12
57.143297,-2.102138,01/01/2019,21:30,21:45,8
57.143297,-2.102138,01/01/2019,21:45,22:00,28
57.143297,-2.102138,01/01/2019,22:00,22:15,32
57.143297,-2.102138,01/01/2019,22:15,22:30,12
57.143297,-2.102138,01/01/2019,22:30,22:45,40
57.143297,-2.102138,01/01/2019,22:45,23:00,28
57.143297,-2.102138,01/01/2019,23:00,23:15,12
57.143297,-2.102138,01/01/2019,23:15,23:30,16
57.143297,-2.102138,01/01/2019,23:30,23:45,12
57.143297,-2.102138,01/01/2019,23:45,24:00:00,32
57.143297,-2.102138,02/01/2019,00:00,00:15,4
57.143297,-2.102138,02/01/2019,00:15,00:30,16
57.143297,-2.102138,02/01/2019,00:30,00:45,8
57.143297,-2.102138,02/01/2019,00:45,01:00,4
57.143297,-2.102138,02/01/2019,01:00,01:15,4
57.143297,-2.102138,02/01/2019,01:15,01:30,20
57.143297,-2.102138,02/01/2019,01:30,01:45,24
57.143297,-2.102138,02/01/2019,01:45,02:00,12
57.143297,-2.102138,02/01/2019,02:00,02:15,8
57.143297,-2.102138,02/01/2019,02:15,02:30,20
57.143297,-2.102138,02/01/2019,02:30,02:45,20
57.143297,-2.102138,02/01/2019,02:45,03:00,8
57.143297,-2.102138,02/01/2019,03:00,03:15,28
57.143297,-2.102138,02/01/2019,03:15,03:30,12
57.143297,-2.102138,02/01/2019,03:30,03:45,0
57.143297,-2.102138,02/01/2019,03:45,04:00,0
57.143297,-2.102138,02/01/2019,04:00,04:15,0
57.143297,-2.102138,02/01/2019,04:15,04:30,4
57.143297,-2.102138,02/01/2019,04:30,04:45,8
57.143297,-2.102138,02/01/2019,04:45,05:00,4
57.143297,-2.102138,02/01/2019,05:00,05:15,16
57.143297,-2.102138,02/01/2019,05:15,05:30,0
57.143297,-2.102138,02/01/2019,05:30,05:45,8
57.143297,-2.102138,02/01/2019,05:45,06:00,0
57.143297,-2.102138,02/01/2019,06:00,06:15,8
57.143297,-2.102138,02/01/2019,06:15,06:30,8
57.143297,-2.102138,02/01/2019,06:30,06:45,12
57.143297,-2.102138,02/01/2019,06:45,07:00,12
57.143297,-2.102138,02/01/2019,07:00,07:15,20
57.143297,-2.102138,02/01/2019,07:15,07:30,8
57.143297,-2.102138,02/01/2019,07:30,07:45,16
57.143297,-2.102138,02/01/2019,07:45,08:00,24
57.143297,-2.102138,02/01/2019,08:00,08:15,8
57.143297,-2.102138,02/01/2019,08:15,08:30,28
57.143297,-2.102138,02/01/2019,08:30,08:45,28
57.143297,-2.102138,02/01/2019,08:45,09:00,16
57.143297,-2.102138,02/01/2019,09:00,09:15,12
57.143297,-2.102138,02/01/2019,09:15,09:30,40
57.143297,-2.102138,02/01/2019,09:30,09:45,48
57.143297,-2.102138,02/01/2019,09:45,10:00,44
57.143297,-2.102138,02/01/2019,10:00,10:15,44
57.143297,-2.102138,02/01/2019,10:15,10:30,32
57.143297,-2.102138,02/01/2019,10:30,10:45,48
57.143297,-2.102138,02/01/2019,10:45,11:00,48
57.143297,-2.102138,02/01/2019,11:00,11:15,44
57.143297,-2.102138,02/01/2019,11:15,11:30,72
57.143297,-2.102138,02/01/2019,11:30,11:45,60
57.143297,-2.102138,02/01/2019,11:45,12:00,28
57.143297,-2.102138,02/01/2019,12:00,12:15,44
57.143297,-2.102138,02/01/2019,12:15,12:30,48
57.143297,-2.102138,02/01/2019,12:30,12:45,48
57.143297,-2.102138,02/01/2019,12:45,13:00,92
57.143297,-2.102138,02/01/2019,13:00,13:15,40
57.143297,-2.102138,02/01/2019,13:15,13:30,76
57.143297,-2.102138,02/01/2019,13:30,13:45,44
57.143297,-2.102138,02/01/2019,13:45,14:00,72
57.143297,-2.102138,02/01/2019,14:00,14:15,36
57.143297,-2.102138,02/01/2019,14:15,14:30,72
57.143297,-2.102138,02/01/2019,14:30,14:45,80
57.143297,-2.102138,02/01/2019,14:45,15:00,92
57.143297,-2.102138,02/01/2019,15:00,15:15,48
57.143297,-2.102138,02/01/2019,15:15,15:30,64
57.143297,-2.102138,02/01/2019,15:30,15:45,56
57.143297,-2.102138,02/01/2019,15:45,16:00,52
57.143297,-2.102138,02/01/2019,16:00,16:15,48
57.143297,-2.102138,02/01/2019,16:15,16:30,20
57.143297,-2.102138,02/01/2019,16:30,16:45,48
57.143297,-2.102138,02/01/2019,16:45,17:00,52
57.143297,-2.102138,02/01/2019,17:00,17:15,72
57.143297,-2.102138,02/01/2019,17:15,17:30,56
57.143297,-2.102138,02/01/2019,17:30,17:45,44
57.143297,-2.102138,02/01/2019,17:45,18:00,52
57.143297,-2.102138,02/01/2019,18:00,18:15,80
57.143297,-2.102138,02/01/2019,18:15,18:30,32
57.143297,-2.102138,02/01/2019,18:30,18:45,32
57.143297,-2.102138,02/01/2019,18:45,19:00,40
57.143297,-2.102138,02/01/2019,19:00,19:15,64
57.143297,-2.102138,02/01/2019,19:15,19:30,80
57.143297,-2.102138,02/01/2019,19:30,19:45,52
57.143297,-2.102138,02/01/2019,19:45,20:00,40
57.143297,-2.102138,02/01/2019,20:00,20:15,56
57.143297,-2.102138,02/01/2019,20:15,20:30,48
57.143297,-2.102138,02/01/2019,20:30,20:45,28
57.143297,-2.102138,02/01/2019,20:45,21:00,52
57.143297,-2.102138,02/01/2019,21:00,21:15,40
57.143297,-2.102138,02/01/2019,21:15,21:30,40
57.143297,-2.102138,02/01/2019,21:30,21:45,36
57.143297,-2.102138,02/01/2019,21:45,22:00,28
57.143297,-2.102138,02/01/2019,22:00,22:15,40
57.143297,-2.102138,02/01/2019,22:15,22:30,28
57.143297,-2.102138,02/01/2019,22:30,22:45,48
57.143297,-2.102138,02/01/2019,22:45,23:00,32
57.143297,-2.102138,02/01/2019,23:00,23:15,20
57.143297,-2.102138,02/01/2019,23:15,23:30,24
57.143297,-2.102138,02/01/2019,23:30,23:45,20
57.143297,-2.102138,02/01/2019,23:45,24:00:00,32
57.143297,-2.102138,03/01/2019,00:00,00:15,16
57.143297,-2.102138,03/01/2019,00:15,00:30,20
57.143297,-2.102138,03/01/2019,00:30,00:45,32
57.143297,-2.102138,03/01/2019,00:45,01:00,8
57.143297,-2.102138,03/01/2019,01:00,01:15,8
57.143297,-2.102138,03/01/2019,01:15,01:30,8
57.143297,-2.102138,03/01/2019,01:30,01:45,12
57.143297,-2.102138,03/01/2019,01:45,02:00,20
57.143297,-2.102138,03/01/2019,02:00,02:15,8
57.143297,-2.102138,03/01/2019,02:15,02:30,12
57.143297,-2.102138,03/01/2019,02:30,02:45,20
57.143297,-2.102138,03/01/2019,02:45,03:00,8
57.143297,-2.102138,03/01/2019,03:00,03:15,0
57.143297,-2.102138,03/01/2019,03:15,03:30,0
57.143297,-2.102138,03/01/2019,03:30,03:45,4
57.143297,-2.102138,03/01/2019,03:45,04:00,16
57.143297,-2.102138,03/01/2019,04:00,04:15,12
57.143297,-2.102138,03/01/2019,04:15,04:30,8
57.143297,-2.102138,03/01/2019,04:30,04:45,0
57.143297,-2.102138,03/01/2019,04:45,05:00,12
57.143297,-2.102138,03/01/2019,05:00,05:15,8
57.143297,-2.102138,03/01/2019,05:15,05:30,20
57.143297,-2.102138,03/01/2019,05:30,05:45,12
57.143297,-2.102138,03/01/2019,05:45,06:00,28
57.143297,-2.102138,03/01/2019,06:00,06:15,40
57.143297,-2.102138,03/01/2019,06:15,06:30,36
57.143297,-2.102138,03/01/2019,06:30,06:45,56
57.143297,-2.102138,03/01/2019,06:45,07:00,56
57.143297,-2.102138,03/01/2019,07:00,07:15,44
57.143297,-2.102138,03/01/2019,07:15,07:30,76
57.143297,-2.102138,03/01/2019,07:30,07:45,60
57.143297,-2.102138,03/01/2019,07:45,08:00,72
57.143297,-2.102138,03/01/2019,08:00,08:15,100
57.143297,-2.102138,03/01/2019,08:15,08:30,80
57.143297,-2.102138,03/01/2019,08:30,08:45,72
57.143297,-2.102138,03/01/2019,08:45,09:00,84
57.143297,-2.102138,03/01/2019,09:00,09:15,68
57.143297,-2.102138,03/01/2019,09:15,09:30,116
57.143297,-2.102138,03/01/2019,09:30,09:45,92
57.143297,-2.102138,03/01/2019,09:45,10:00,132
57.143297,-2.102138,03/01/2019,10:00,10:15,128
57.143297,-2.102138,03/01/2019,10:15,10:30,88
57.143297,-2.102138,03/01/2019,10:30,10:45,128
57.143297,-2.102138,03/01/2019,10:45,11:00,88
57.143297,-2.102138,03/01/2019,11:00,11:15,128
57.143297,-2.102138,03/01/2019,11:15,11:30,84
57.143297,-2.102138,03/01/2019,11:30,11:45,112
57.143297,-2.102138,03/01/2019,11:45,12:00,88
57.143297,-2.102138,03/01/2019,12:00,12:15,100
57.143297,-2.102138,03/01/2019,12:15,12:30,96
57.143297,-2.102138,03/01/2019,12:30,12:45,96
57.143297,-2.102138,03/01/2019,12:45,13:00,96
57.143297,-2.102138,03/01/2019,13:00,13:15,116
57.143297,-2.102138,03/01/2019,13:15,13:30,60
57.143297,-2.102138,03/01/2019,13:30,13:45,120
57.143297,-2.102138,03/01/2019,13:45,14:00,72
57.143297,-2.102138,03/01/2019,14:00,14:15,100
57.143297,-2.102138,03/01/2019,14:15,14:30,76
57.143297,-2.102138,03/01/2019,14:30,14:45,60
57.143297,-2.102138,03/01/2019,14:45,15:00,136
57.143297,-2.102138,03/01/2019,15:00,15:15,80
57.143297,-2.102138,03/01/2019,15:15,15:30,68
57.143297,-2.102138,03/01/2019,15:30,15:45,104
57.143297,-2.102138,03/01/2019,15:45,16:00,64
57.143297,-2.102138,03/01/2019,16:00,16:15,100
57.143297,-2.102138,03/01/2019,16:15,16:30,84
57.143297,-2.102138,03/01/2019,16:30,16:45,92
57.143297,-2.102138,03/01/2019,16:45,17:00,60
57.143297,-2.102138,03/01/2019,17:00,17:15,92
57.143297,-2.102138,03/01/2019,17:15,17:30,56
57.143297,-2.102138,03/01/2019,17:30,17:45,104
57.143297,-2.102138,03/01/2019,17:45,18:00,76
57.143297,-2.102138,03/01/2019,18:00,18:15,52
57.143297,-2.102138,03/01/2019,18:15,18:30,52
57.143297,-2.102138,03/01/2019,18:30,18:45,68
57.143297,-2.102138,03/01/2019,18:45,19:00,60
57.143297,-2.102138,03/01/2019,19:00,19:15,68
57.143297,-2.102138,03/01/2019,19:15,19:30,60
57.143297,-2.102138,03/01/2019,19:30,19:45,60
57.143297,-2.102138,03/01/2019,19:45,20:00,36
57.143297,-2.102138,03/01/2019,20:00,20:15,48
57.143297,-2.102138,03/01/2019,20:15,20:30,28
57.143297,-2.102138,03/01/2019,20:30,20:45,60
57.143297,-2.102138,03/01/2019,20:45,21:00,32
57.143297,-2.102138,03/01/2019,21:00,21:15,48
57.143297,-2.102138,03/01/2019,21:15,21:30,44
57.143297,-2.102138,03/01/2019,21:30,21:45,24
57.143297,-2.102138,03/01/2019,21:45,22:00,44
57.143297,-2.102138,03/01/2019,22:00,22:15,28
57.143297,-2.102138,03/01/2019,22:15,22:30,36
57.143297,-2.102138,03/01/2019,22:30,22:45,28
57.143297,-2.102138,03/01/2019,22:45,23:00,48
57.143297,-2.102138,03/01/2019,23:00,23:15,48
57.143297,-2.102138,03/01/2019,23:15,23:30,20
57.143297,-2.102138,03/01/2019,23:30,23:45,48
57.143297,-2.102138,03/01/2019,23:45,24:00:00,28
57.143297,-2.102138,04/01/2019,00:00,00:15,32
57.143297,-2.102138,04/01/2019,00:15,00:30,0
57.143297,-2.102138,04/01/2019,00:30,00:45,28
57.143297,-2.102138,04/01/2019,00:45,01:00,24
57.143297,-2.102138,04/01/2019,01:00,01:15,24
57.143297,-2.102138,04/01/2019,01:15,01:30,4
57.143297,-2.102138,04/01/2019,01:30,01:45,12
57.143297,-2.102138,04/01/2019,01:45,02:00,12
57.143297,-2.102138,04/01/2019,02:00,02:15,8
57.143297,-2.102138,04/01/2019,02:15,02:30,28
57.143297,-2.102138,04/01/2019,02:30,02:45,28
57.143297,-2.102138,04/01/2019,02:45,03:00,8
57.143297,-2.102138,04/01/2019,03:00,03:15,8
57.143297,-2.102138,04/01/2019,03:15,03:30,8
57.143297,-2.102138,04/01/2019,03:30,03:45,8
57.143297,-2.102138,04/01/2019,03:45,04:00,16
57.143297,-2.102138,04/01/2019,04:00,04:15,8
57.143297,-2.102138,04/01/2019,04:15,04:30,8
57.143297,-2.102138,04/01/2019,04:30,04:45,16
57.143297,-2.102138,04/01/2019,04:45,05:00,12
57.143297,-2.102138,04/01/2019,05:00,05:15,16
57.143297,-2.102138,04/01/2019,05:15,05:30,32
57.143297,-2.102138,04/01/2019,05:30,05:45,24
57.143297,-2.102138,04/01/2019,05:45,06:00,28
57.143297,-2.102138,04/01/2019,06:00,06:15,44
57.143297,-2.102138,04/01/2019,06:15,06:30,28
57.143297,-2.102138,04/01/2019,06:30,06:45,76
57.143297,-2.102138,04/01/2019,06:45,07:00,56
57.143297,-2.102138,04/01/2019,07:00,07:15,52
57.143297,-2.102138,04/01/2019,07:15,07:30,72
57.143297,-2.102138,04/01/2019,07:30,07:45,48
57.143297,-2.102138,04/01/2019,07:45,08:00,92
57.143297,-2.102138,04/01/2019,08:00,08:15,88
57.143297,-2.102138,04/01/2019,08:15,08:30,56
57.143297,-2.102138,04/01/2019,08:30,08:45,108
57.143297,-2.102138,04/01/2019,08:45,09:00,128
57.143297,-2.102138,04/01/2019,09:00,09:15,136
57.143297,-2.102138,04/01/2019,09:15,09:30,168
57.143297,-2.102138,04/01/2019,09:30,09:45,120
57.143297,-2.102138,04/01/2019,09:45,10:00,136
57.143297,-2.102138,04/01/2019,10:00,10:15,228
57.143297,-2.102138,04/01/2019,10:15,10:30,236
57.143297,-2.102138,04/01/2019,10:30,10:45,244
57.143297,-2.102138,04/01/2019,10:45,11:00,108
57.143297,-2.102138,04/01/2019,11:00,11:15,92
57.143297,-2.102138,04/01/2019,11:15,11:30,68
57.143297,-2.102138,04/01/2019,11:30,11:45,84
57.143297,-2.102138,04/01/2019,11:45,12:00,128
57.143297,-2.102138,04/01/2019,12:00,12:15,52
57.143297,-2.102138,04/01/2019,12:15,12:30,92
57.143297,-2.102138,04/01/2019,12:30,12:45,100
57.143297,-2.102138,04/01/2019,12:45,13:00,96
57.143297,-2.102138,04/01/2019,13:00,13:15,76
57.143297,-2.102138,04/01/2019,13:15,13:30,84
57.143297,-2.102138,04/01/2019,13:30,13:45,84
57.143297,-2.102138,04/01/2019,13:45,14:00,108
57.143297,-2.102138,04/01/2019,14:00,14:15,104
57.143297,-2.102138,04/01/2019,14:15,14:30,128
57.143297,-2.102138,04/01/2019,14:30,14:45,136
57.143297,-2.102138,04/01/2019,14:45,15:00,128
57.143297,-2.102138,04/01/2019,15:00,15:15,128
57.143297,-2.102138,04/01/2019,15:15,15:30,108
57.143297,-2.102138,04/01/2019,15:30,15:45,120
57.143297,-2.102138,04/01/2019,15:45,16:00,64
57.143297,-2.102138,04/01/2019,16:00,16:15,108
57.143297,-2.102138,04/01/2019,16:15,16:30,56
57.143297,-2.102138,04/01/2019,16:30,16:45,64
57.143297,-2.102138,04/01/2019,16:45,17:00,84
57.143297,-2.102138,04/01/2019,17:00,17:15,64
57.143297,-2.102138,04/01/2019,17:15,17:30,76
57.143297,-2.102138,04/01/2019,17:30,17:45,60
57.143297,-2.102138,04/01/2019,17:45,18:00,112
57.143297,-2.102138,04/01/2019,18:00,18:15,88
57.143297,-2.102138,04/01/2019,18:15,18:30,100
57.143297,-2.102138,04/01/2019,18:30,18:45,68
57.143297,-2.102138,04/01/2019,18:45,19:00,72
57.143297,-2.102138,04/01/2019,19:00,19:15,124
57.143297,-2.102138,04/01/2019,19:15,19:30,72
57.143297,-2.102138,04/01/2019,19:30,19:45,80
57.143297,-2.102138,04/01/2019,19:45,20:00,116
57.143297,-2.102138,04/01/2019,20:00,20:15,92
57.143297,-2.102138,04/01/2019,20:15,20:30,48
57.143297,-2.102138,04/01/2019,20:30,20:45,56
57.143297,-2.102138,04/01/2019,20:45,21:00,72
57.143297,-2.102138,04/01/2019,21:00,21:15,64
57.143297,-2.102138,04/01/2019,21:15,21:30,56
57.143297,-2.102138,04/01/2019,21:30,21:45,68
57.143297,-2.102138,04/01/2019,21:45,22:00,56
57.143297,-2.102138,04/01/2019,22:00,22:15,64
57.143297,-2.102138,04/01/2019,22:15,22:30,44
57.143297,-2.102138,04/01/2019,22:30,22:45,48
57.143297,-2.102138,04/01/2019,22:45,23:00,64
57.143297,-2.102138,04/01/2019,23:00,23:15,68
57.143297,-2.102138,04/01/2019,23:15,23:30,80
57.143297,-2.102138,04/01/2019,23:30,23:45,48
57.143297,-2.102138,04/01/2019,23:45,24:00:00,48
57.143297,-2.102138,05/01/2019,00:00,00:15,52
57.143297,-2.102138,05/01/2019,00:15,00:30,52
57.143297,-2.102138,05/01/2019,00:30,00:45,64
57.143297,-2.102138,05/01/2019,00:45,01:00,28
57.143297,-2.102138,05/01/2019,01:00,01:15,44
57.143297,-2.102138,05/01/2019,01:15,01:30,48
57.143297,-2.102138,05/01/2019,01:30,01:45,20
57.143297,-2.102138,05/01/2019,01:45,02:00,32
57.143297,-2.102138,05/01/2019,02:00,02:15,44
57.143297,-2.102138,05/01/2019,02:15,02:30,44
57.143297,-2.102138,05/01/2019,02:30,02:45,16
57.143297,-2.102138,05/01/2019,02:45,03:00,28
57.143297,-2.102138,05/01/2019,03:00,03:15,36
57.143297,-2.102138,05/01/2019,03:15,03:30,48
57.143297,-2.102138,05/01/2019,03:30,03:45,12
57.143297,-2.102138,05/01/2019,03:45,04:00,24
57.143297,-2.102138,05/01/2019,04:00,04:15,36
57.143297,-2.102138,05/01/2019,04:15,04:30,16
57.143297,-2.102138,05/01/2019,04:30,04:45,24
57.143297,-2.102138,05/01/2019,04:45,05:00,28
57.143297,-2.102138,05/01/2019,05:00,05:15,12
57.143297,-2.102138,05/01/2019,05:15,05:30,16
57.143297,-2.102138,05/01/2019,05:30,05:45,20
57.143297,-2.102138,05/01/2019,05:45,06:00,24
57.143297,-2.102138,05/01/2019,06:00,06:15,12
57.143297,-2.102138,05/01/2019,06:15,06:30,32
57.143297,-2.102138,05/01/2019,06:30,06:45,28
57.143297,-2.102138,05/01/2019,06:45,07:00,32
57.143297,-2.102138,05/01/2019,07:00,07:15,44
57.143297,-2.102138,05/01/2019,07:15,07:30,28
57.143297,-2.102138,05/01/2019,07:30,07:45,40
57.143297,-2.102138,05/01/2019,07:45,08:00,36
57.143297,-2.102138,05/01/2019,08:00,08:15,16
57.143297,-2.102138,05/01/2019,08:15,08:30,44
57.143297,-2.102138,05/01/2019,08:30,08:45,48
57.143297,-2.102138,05/01/2019,08:45,09:00,40
57.143297,-2.102138,05/01/2019,09:00,09:15,36
57.143297,-2.102138,05/01/2019,09:15,09:30,80
57.143297,-2.102138,05/01/2019,09:30,09:45,44
57.143297,-2.102138,05/01/2019,09:45,10:00,56
57.143297,-2.102138,05/01/2019,10:00,10:15,88
57.143297,-2.102138,05/01/2019,10:15,10:30,52
57.143297,-2.102138,05/01/2019,10:30,10:45,84
57.143297,-2.102138,05/01/2019,10:45,11:00,72
57.143297,-2.102138,05/01/2019,11:00,11:15,100
57.143297,-2.102138,05/01/2019,11:15,11:30,60
57.143297,-2.102138,05/01/2019,11:30,11:45,56
57.143297,-2.102138,05/01/2019,11:45,12:00,84
57.143297,-2.102138,05/01/2019,12:00,12:15,96
57.143297,-2.102138,05/01/2019,12:15,12:30,84
57.143297,-2.102138,05/01/2019,12:30,12:45,184
57.143297,-2.102138,05/01/2019,12:45,13:00,108
57.143297,-2.102138,05/01/2019,13:00,13:15,104
57.143297,-2.102138,05/01/2019,13:15,13:30,68
57.143297,-2.102138,05/01/2019,13:30,13:45,100
57.143297,-2.102138,05/01/2019,13:45,14:00,96
57.143297,-2.102138,05/01/2019,14:00,14:15,96
57.143297,-2.102138,05/01/2019,14:15,14:30,72
57.143297,-2.102138,05/01/2019,14:30,14:45,104
57.143297,-2.102138,05/01/2019,14:45,15:00,72
57.143297,-2.102138,05/01/2019,15:00,15:15,84
57.143297,-2.102138,05/01/2019,15:15,15:30,76
57.143297,-2.102138,05/01/2019,15:30,15:45,76
57.143297,-2.102138,05/01/2019,15:45,16:00,64
57.143297,-2.102138,05/01/2019,16:00,16:15,68
57.143297,-2.102138,05/01/2019,16:15,16:30,36
57.143297,-2.102138,05/01/2019,16:30,16:45,68
57.143297,-2.102138,05/01/2019,16:45,17:00,92
57.143297,-2.102138,05/01/2019,17:00,17:15,72
57.143297,-2.102138,05/01/2019,17:15,17:30,84
57.143297,-2.102138,05/01/2019,17:30,17:45,88
57.143297,-2.102138,05/01/2019,17:45,18:00,92
57.143297,-2.102138,05/01/2019,18:00,18:15,80
57.143297,-2.102138,05/01/2019,18:15,18:30,72
57.143297,-2.102138,05/01/2019,18:30,18:45,92
57.143297,-2.102138,05/01/2019,18:45,19:00,88
57.143297,-2.102138,05/01/2019,19:00,19:15,120
57.143297,-2.102138,05/01/2019,19:15,19:30,64
57.143297,-2.102138,05/01/2019,19:30,19:45,60
57.143297,-2.102138,05/01/2019,19:45,20:00,96
57.143297,-2.102138,05/01/2019,20:00,20:15,96
57.143297,-2.102138,05/01/2019,20:15,20:30,72
57.143297,-2.102138,05/01/2019,20:30,20:45,68
57.143297,-2.102138,05/01/2019,20:45,21:00,56
57.143297,-2.102138,05/01/2019,21:00,21:15,64
57.143297,-2.102138,05/01/2019,21:15,21:30,44
57.143297,-2.102138,05/01/2019,21:30,21:45,92
57.143297,-2.102138,05/01/2019,21:45,22:00,68
57.143297,-2.102138,05/01/2019,22:00,22:15,76
57.143297,-2.102138,05/01/2019,22:15,22:30,44
57.143297,-2.102138,05/01/2019,22:30,22:45,64
57.143297,-2.102138,05/01/2019,22:45,23:00,80
57.143297,-2.102138,05/01/2019,23:00,23:15,44
57.143297,-2.102138,05/01/2019,23:15,23:30,56
57.143297,-2.102138,05/01/2019,23:30,23:45,68
57.143297,-2.102138,05/01/2019,23:45,24:00:00,60
57.143297,-2.102138,06/01/2019,00:00,00:15,28
57.143297,-2.102138,06/01/2019,00:15,00:30,64
57.143297,-2.102138,06/01/2019,00:30,00:45,16
57.143297,-2.102138,06/01/2019,00:45,01:00,20
57.143297,-2.102138,06/01/2019,01:00,01:15,68
57.143297,-2.102138,06/01/2019,01:15,01:30,52
57.143297,-2.102138,06/01/2019,01:30,01:45,20
57.143297,-2.102138,06/01/2019,01:45,02:00,40
57.143297,-2.102138,06/01/2019,02:00,02:15,44
57.143297,-2.102138,06/01/2019,02:15,02:30,28
57.143297,-2.102138,06/01/2019,02:30,02:45,28
57.143297,-2.102138,06/01/2019,02:45,03:00,36
57.143297,-2.102138,06/01/2019,03:00,03:15,20
57.143297,-2.102138,06/01/2019,03:15,03:30,44
57.143297,-2.102138,06/01/2019,03:30,03:45,32
57.143297,-2.102138,06/01/2019,03:45,04:00,20
57.143297,-2.102138,06/01/2019,04:00,04:15,28
57.143297,-2.102138,06/01/2019,04:15,04:30,4
